post_id,label,target,text,prefix,suffix
23059560_gab,hatespeech,Refugee,this is the shooter — nasim aghdam a muzzie immigrant from iran,this is the shooter — nasim,aghdam a muzzie immigrant from iran
21884077_gab,hatespeech,Hispanic,it is that another beaner who won the affirmative action diversity lottery,it is that another beaner who,won the affirmative action diversity lottery
27629806_gab,hatespeech,African,go fuck a nigger you faggot,go fuck a,nigger you faggot
14410879_gab,hatespeech,Jewish,it does not matter what this kike would rather it matter what we would rather we would rather gab had a larger audience than twitter does anyone remember myspace it only a matter of time before twitter becomes a place no one cares about because they are soft and lazy,it does not matter what this kike would rather it matter what we would rather we would rather gab had a larger audience than twitter,does anyone remember myspace it only a matter of time before twitter becomes a place no one cares about because they are soft and lazy
26386955_gab,hatespeech,Jewish,fat jews better hope a wetback engineer did not design their casting couches,fat jews better hope a wetback,engineer did not design their casting couches
17343370_gab,hatespeech,Islam,go fuck your goat as your islamic pedophile blood brother btw yids are not a race either btw schizophrenia really hitting your incest brain no one said muzzies are a race,go fuck your goat as your islamic pedophile blood brother btw yids are not a,race either btw schizophrenia really hitting your incest brain no one said muzzies are a race
20492843_gab,hatespeech,African,doing what a nigger does best fucking shit up,doing what a nigger,does best fucking shit up
1750303_gab,hatespeech,African,<user> calling someone a nigger is probably the douchebag equivalent of a down vote in the real world if you can not handle the downvotes maybe you should not use the word do not be afraid to speak freely when other people will not like it i am like <number> something,<user> calling someone a nigger is probably the douchebag equivalent of a down vote in the real world if you can not handle the downvotes,maybe you should not use the word do not be afraid to speak freely when other people will not like it i am like <number> something
25345049_gab,hatespeech,Jewish,he does look like a kike,he does look,like a kike
25476794_gab,hatespeech,Jewish,and there is nothing as bad as a filthy kike,and there is nothing as,bad as a filthy kike
25910900_gab,hatespeech,Homosexual,queer freak why is it always the queers,queer freak why is,it always the queers
12039698_gab,hatespeech,African,yes yes yes we have been suspicious for years how many conservative federal judges secretly take nigger dick up the asshole <number> days a week how many conservative reps senators secretly total pedo homos who has the video evidence of it that could ruin their careers,yes yes yes we have been suspicious for years how many conservative federal judges secretly take nigger dick up the asshole <number> days,a week how many conservative reps senators secretly total pedo homos who has the video evidence of it that could ruin their careers
9474938_gab,hatespeech,African,for every negress encountered in public the noise decibel levels go up <number> <percent> i encountered a pack of <number> earlier,for every negress encountered in public the noise decibel levels,go up <number> <percent> i encountered a pack of <number> earlier
23812915_gab,hatespeech,African,just saw an obese negress wearing a shirt emblazoned with black is beautiful it is not imagine the reaction if i wore an it okay to be white shirt in public,just saw an obese negress wearing a shirt emblazoned with black is beautiful it is,not imagine the reaction if i wore an it okay to be white shirt in public
6857389_gab,hatespeech,Arab,we had noticed a rancid smell and had not seen the old woman from next door for weeks go and have a look through the letterbox the wife said bravely i went up and had a look see a sniff our worst fears were confirmed pakis had moved in,we had noticed a rancid smell and had not seen the old woman from next door for weeks go and have a look through,the letterbox the wife said bravely i went up and had a look see a sniff our worst fears were confirmed pakis had moved in
8152862_gab,hatespeech,Homosexual,black dyke offended that white heterosexuals women feel threatened and uncomfortable by her stalker like behavior also thinks blacks smell bad,black dyke offended that white heterosexuals women feel threatened and,uncomfortable by her stalker like behavior also thinks blacks smell bad
20430321_gab,hatespeech,Jewish,and this ny kike liberal should b sent packing totally incompetent like the majority of broward county givin fl a bad name,and this ny kike liberal should b sent packing totally incompetent,like the majority of broward county givin fl a bad name
