ID	target	implied_statement
167062352976560128	Minorities	Minorities are the lesser races.
707201779990069248	Jews	Jews hate whites
505924119104221184	Progressives	Progressives are violently against whites.
885475211440685060	Muslim immigrants	Muslim immigrants push out whites
776538501798060032	White people	White people are racist against other white people
521317118277472256	Muslims	Muslims are inferior
915685133142958080	Marxists	Marxists want to destroy white population
800775002035519488	Democrats	Democrats don't like white people.
888438249764659201	Conservative Jews	Conservative Jews are racist
448574747358408704	Jews	Jews are evil.
851875414830133249	Immigrants	Immigrants are destroying America
898346570701127681	Liberals	Liberals advocate law breaking
800953391555805184	Non-whites	Non-whites are less than animals.
519633469819719680	White people	White people are declining in England
691185956725080064	white women and girls	White women and girls are in danger.
15740958304	Minorities	Minorities are inferior to whites
924393007201349633	Hispanics	Hispanics are murderers
893548364024864768	Muslims	Muslims are terrorists.
264312536474722304	white people	White people are dying out.
845717546691002368	Jews	Jews hate white people
663073473682677760	Immigrants	Immigrants are rapists
746831638177452036	Republicans	Republicans are racist
737768961467506689	Minorities	Minorities are inferior to whites
856598862001311744	White people	White people are exterminated in America
815819351836139520	Jews	Jews are privileged
814192850904764416	white people	White people are dying out.
900859681127751681	Liberals	Liberals don't like white people.
940810499490447360	white people	White people are oppressed.
756555385138515969	Jews	Jews are not a religion
703986245672677376	white people	White people are superior.
836096072560738306	Progressives	Progressives hate whites
914256022272802816	Whites	Whites are racists
933034378720174080	black people	Black people are in danger.
413970901168693248	black men	Black men are violent to white women.
909874476552159232	Minorities	Minorities use and manipulate people for their own gain.
782601733709008898	Progressive journalists	Progressive journalists are anti-white
926541830014898176	Conservatives	Conservatives are immoral.
605081229642330112	People of color	People of color are dirty, bad, and often come from unmarried families
914512568013737984	Gays	Gays have agenda to destroy America
791723132004564992	immigrants	Immigrants stop citizens from getting jobs.
916150355460845574	non-white people	non-white people seek to replace whites
608469448677298176	Minorities	Minorities want to destroy Southern culture.
915357342291697664	Minorities	Minorities are helpless and weak
856980667871236097	Jews	Jews don't defend white people.
521509955933704193	Immigrants	Immigrants are invading America
893075340125503488	white people	White people are racist.
892744337070608390	Whites	Whites are uncivilized
849686113924952064	Jews	Jews don't like Muslims.
935451773191557122	Immigrants	Immigrants are leeches
877697965199982592	Minorities	Minorities hold double standards
904361447966343168	Liberals	Liberals to see the end of the white race
482213661394866177	non-white people	non-white people are inferior
755755820982206465	people of color	People of color want to rape white women.
918517794932527104	white people	White people are bad.
825209586474848256	Christians	Christians believe in murdering gays
836776004404281348	immigrants	anti-immigration
896971143084556289	Feminists	Feminists hate whites.
892545721630588928	whites	whites are racists
919995987078168576	immigrants	Immigrants are bad.
901142667505135616	Minorities	Minorities hold double standards for whites
897097524170850304	White people	White people puts down other races
899063663914491905	Alt-leftists	Alt-leftists are barbarous
607709960550514688	Minorities	Minorities are criminals
775026456908828673	Jews	Jews commit acts of violence
498017365133520896	democrats	democrats will not criticize islamic terrorists
925811060971409408	Whites	Whites are racists
903695189012873217	Older people	Older people sponge off of society.
537089512271519744	Black people	Black people are violent
783722001110298624	Muslims	Muslims are threatening
731948574599090176	Jews	Jews are devious
934161202355286017	Illegal aliens	Illegal aliens hate America.
565277906860244993	white people	White people are European.
746768783973330944	Minorities	Minorities foment racism.
352464711884877825	Black people	Black people are racist
647817852033060864	Muslims	Muslims despise other races.
939706064118931457	Jews	Jews are greedy and out for themselves
404682166048530433	Black people	Black people are violent
937906710085275648	Muslims	Muslims are a threat
879394338480017410	Blacks	Blacks are hypocritical.
643077257859330050	Muslims	Muslims are inferior.
763429001004064768	illegal aliens	Illegal aliens are involved in voting fraud.
819475602637930497	white people	White people usually don't get along.
634839892296617984	Blacks	Blacks are incompetent
943575433265733632	Liberals	Liberals are not deserving of awards
937358205742706688	non-white people	non-white people are enemies
890339560575705090	white men	White men are hated.
287002954140090368	black people	Black people get tax benefits.
710333793714962432	Blacks	Blacks are non-contributory
906600945135562752	white people	White people are better than other races.
761596873203445760	Minorities	Minorities are second class citizens.
744942772751196161	Minorities	Minorities are at war with white culture.
831399511637516288	Jews	Jews are not white.
894757795949453312	Democrats	Democrats think everyone who doesn't agree with them are racists
827027562178048000	Jews	Jews are hypocrites
763128594390327296	Refugees	Refugees sponge off others.
879020482112180227	Whites	Whites are dumb
920851284843937792	Muslims	Muslims are coddled
254624227561459714	Minorities	Minorities are second class.
861425470201450496	Christian leaders	Christian leaders are weak
903078006339526656	non-whites	Non-whites hate white people.
918248351488978944	white nationalism	White nationalism works.
809498026939064320	Minorities	Minorities are substandard races
